,Survived,SibSp,Parch,Fare,Idade,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
44,1,0,0,7.8792,19.0,True,False,False,True,False,0.0,0.0,1.0
45,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
46,0,1,0,15.5,25.038754013071685,False,True,False,True,False,0.0,0.0,1.0
47,1,0,0,7.75,22.665014307180098,True,False,False,True,False,0.0,0.0,1.0
48,0,2,0,21.6792,20.99666632897364,False,True,True,False,False,0.0,0.0,1.0
49,0,1,0,17.8,18.0,True,False,False,False,True,0.0,0.0,1.0
50,0,4,1,39.6875,7.0,False,True,False,False,True,0.0,0.0,1.0
51,0,0,0,7.8,21.0,False,True,False,False,True,0.0,0.0,1.0
52,1,1,0,76.7292,49.0,True,False,True,False,False,1.0,0.0,0.0
53,1,1,0,26.0,29.0,True,False,False,False,True,0.0,1.0,0.0
54,0,0,1,61.9792,65.0,False,True,True,False,False,1.0,0.0,0.0
55,1,0,0,35.5,37.931846131421565,False,True,False,False,True,1.0,0.0,0.0
56,1,0,0,10.5,21.0,True,False,False,False,True,0.0,1.0,0.0
57,0,0,0,7.2292,28.5,False,True,True,False,False,0.0,0.0,1.0
58,1,1,2,27.75,5.0,True,False,False,False,True,0.0,1.0,0.0
59,0,5,2,46.9,11.0,False,True,False,False,True,0.0,0.0,1.0
60,0,0,0,7.2292,22.0,False,True,True,False,False,0.0,0.0,1.0
61,1,0,0,80.0,38.0,True,False,False,False,False,1.0,0.0,0.0
62,0,1,0,83.475,45.0,False,True,False,False,True,1.0,0.0,0.0
63,0,3,2,27.9,4.0,False,True,False,False,True,0.0,0.0,1.0
64,0,0,0,27.7208,44.47788638982964,False,True,True,False,False,1.0,0.0,0.0
65,1,1,1,15.2458,17.770412594108656,False,True,True,False,False,0.0,0.0,1.0
66,1,0,0,10.5,29.0,True,False,False,False,True,0.0,1.0,0.0
67,0,0,0,8.1583,19.0,False,True,False,False,True,0.0,0.0,1.0
68,1,4,2,7.925,17.0,True,False,False,False,True,0.0,0.0,1.0
69,0,2,0,8.6625,26.0,False,True,False,False,True,0.0,0.0,1.0
70,0,0,0,10.5,32.0,False,True,False,False,True,0.0,1.0,0.0
71,0,5,2,46.9,16.0,True,False,False,False,True,0.0,0.0,1.0
72,0,0,0,73.5,21.0,False,True,False,False,True,0.0,1.0,0.0
73,0,1,0,14.4542,26.0,False,True,True,False,False,0.0,0.0,1.0
74,1,0,0,56.4958,32.0,False,True,False,False,True,0.0,0.0,1.0
75,0,0,0,7.65,25.0,False,True,False,False,True,0.0,0.0,1.0
76,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
77,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
78,1,0,2,29.0,0.83,False,True,False,False,True,0.0,1.0,0.0
79,1,0,0,12.475,30.0,True,False,False,False,True,0.0,0.0,1.0
80,0,0,0,9.0,22.0,False,True,False,False,True,0.0,0.0,1.0
81,1,0,0,9.5,29.0,False,True,False,False,True,0.0,0.0,1.0
82,1,0,0,7.7875,22.664492063055427,True,False,False,True,False,0.0,0.0,1.0
83,0,0,0,47.1,28.0,False,True,False,False,True,1.0,0.0,0.0
84,1,0,0,10.5,17.0,True,False,False,False,True,0.0,1.0,0.0
85,1,3,0,15.85,33.0,True,False,False,False,True,0.0,0.0,1.0
86,0,1,3,34.375,16.0,False,True,False,False,True,0.0,0.0,1.0
87,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
88,1,3,2,263.0,23.0,True,False,False,False,True,1.0,0.0,0.0
89,0,0,0,8.05,24.0,False,True,False,False,True,0.0,0.0,1.0
90,0,0,0,8.05,29.0,False,True,False,False,True,0.0,0.0,1.0
91,0,0,0,7.8542,20.0,False,True,False,False,True,0.0,0.0,1.0
92,0,1,0,61.175,46.0,False,True,False,False,True,1.0,0.0,0.0
93,0,1,2,20.575,26.0,False,True,False,False,True,0.0,0.0,1.0
94,0,0,0,7.25,59.0,False,True,False,False,True,0.0,0.0,1.0
95,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
96,0,0,0,34.6542,29.0,False,True,True,False,False,1.0,0.0,0.0
97,1,0,1,63.3583,23.0,False,True,True,False,False,1.0,0.0,0.0
98,1,0,1,23.0,34.0,True,False,False,False,True,0.0,1.0,0.0
99,0,1,0,26.0,34.0,False,True,False,False,True,0.0,1.0,0.0
100,0,0,0,7.8958,28.0,True,False,False,False,True,0.0,0.0,1.0
101,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
102,0,0,1,77.2875,21.0,False,True,False,False,True,1.0,0.0,0.0
103,0,0,0,8.6542,33.0,False,True,False,False,True,0.0,0.0,1.0
104,0,2,0,7.925,37.0,False,True,False,False,True,0.0,0.0,1.0
105,0,0,0,7.8958,28.0,False,True,False,False,True,0.0,0.0,1.0
106,1,0,0,7.65,21.0,True,False,False,False,True,0.0,0.0,1.0
107,1,0,0,7.775,22.66466614443032,False,True,False,False,True,0.0,0.0,1.0
108,0,0,0,7.8958,38.0,False,True,False,False,True,0.0,0.0,1.0
109,1,1,0,24.15,18.48058654976321,True,False,False,True,False,0.0,0.0,1.0
110,0,0,0,52.0,47.0,False,True,False,False,True,1.0,0.0,0.0
111,0,1,0,14.4542,14.5,True,False,True,False,False,0.0,0.0,1.0
112,0,0,0,8.05,22.0,False,True,False,False,True,0.0,0.0,1.0
113,0,1,0,9.825,20.0,True,False,False,False,True,0.0,0.0,1.0
114,0,0,0,14.4583,17.0,True,False,True,False,False,0.0,0.0,1.0
115,0,0,0,7.925,21.0,False,True,False,False,True,0.0,0.0,1.0
116,0,0,0,7.75,29.0,False,True,False,True,False,0.0,0.0,1.0
117,0,1,0,21.0,29.0,False,True,False,False,True,0.0,1.0,0.0
118,0,0,1,247.5208,24.0,False,True,True,False,False,1.0,0.0,0.0
119,0,4,2,31.275,2.0,True,False,False,False,True,0.0,0.0,1.0
120,0,2,0,73.5,21.0,False,True,False,False,True,0.0,1.0,0.0
121,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
122,0,1,0,30.0708,32.5,False,True,True,False,False,0.0,1.0,0.0
123,1,0,0,13.0,32.5,True,False,False,False,True,0.0,1.0,0.0
124,0,0,1,77.2875,54.0,False,True,False,False,True,1.0,0.0,0.0
125,1,1,0,11.2417,12.0,False,True,True,False,False,0.0,0.0,1.0
126,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
127,1,0,0,7.1417,24.0,False,True,False,False,True,0.0,0.0,1.0
128,1,1,1,22.3583,17.6713602917957,True,False,True,False,False,0.0,0.0,1.0
129,0,0,0,6.975,45.0,False,True,False,False,True,0.0,0.0,1.0
130,0,0,0,7.8958,33.0,False,True,True,False,False,0.0,0.0,1.0
131,0,0,0,7.05,20.0,False,True,False,False,True,0.0,0.0,1.0
132,0,1,0,14.5,47.0,True,False,False,False,True,0.0,0.0,1.0
133,1,1,0,26.0,29.0,True,False,False,False,True,0.0,1.0,0.0
134,0,0,0,13.0,25.0,False,True,False,False,True,0.0,1.0,0.0
135,0,0,0,15.0458,23.0,False,True,True,False,False,0.0,1.0,0.0
136,1,0,2,26.2833,19.0,True,False,False,False,True,1.0,0.0,0.0
137,0,1,0,53.1,37.0,False,True,False,False,True,1.0,0.0,0.0
138,0,0,0,9.2167,16.0,False,True,False,False,True,0.0,0.0,1.0
139,0,0,0,79.2,24.0,False,True,True,False,False,1.0,0.0,0.0
140,0,0,2,15.2458,27.32997035363365,True,False,True,False,False,0.0,0.0,1.0
141,1,0,0,7.75,22.0,True,False,False,False,True,0.0,0.0,1.0
142,1,1,0,15.85,24.0,True,False,False,False,True,0.0,0.0,1.0
143,0,0,0,6.75,19.0,False,True,False,True,False,0.0,0.0,1.0
144,0,0,0,11.5,18.0,False,True,False,False,True,0.0,1.0,0.0
145,0,1,1,36.75,19.0,False,True,False,False,True,0.0,1.0,0.0
146,1,0,0,7.7958,27.0,False,True,False,False,True,0.0,0.0,1.0
147,0,2,2,34.375,9.0,True,False,False,False,True,0.0,0.0,1.0
148,0,0,2,26.0,36.5,False,True,False,False,True,0.0,1.0,0.0
149,0,0,0,13.0,42.0,False,True,False,False,True,0.0,1.0,0.0
150,0,0,0,12.525,51.0,False,True,False,False,True,0.0,1.0,0.0
151,1,1,0,66.6,22.0,True,False,False,False,True,1.0,0.0,0.0
152,0,0,0,8.05,55.5,False,True,False,False,True,0.0,0.0,1.0
153,0,0,2,14.5,40.5,False,True,False,False,True,0.0,0.0,1.0
154,0,0,0,7.3125,29.10881030718521,False,True,False,False,True,0.0,0.0,1.0
155,0,0,1,61.3792,51.0,False,True,True,False,False,1.0,0.0,0.0
156,1,0,0,7.7333,16.0,True,False,False,True,False,0.0,0.0,1.0
157,0,0,0,8.05,30.0,False,True,False,False,True,0.0,0.0,1.0
158,0,0,0,8.6625,29.090009518696988,False,True,False,False,True,0.0,0.0,1.0
159,0,8,2,69.55,29.0,False,True,False,False,True,0.0,0.0,1.0
160,0,0,1,16.1,44.0,False,True,False,False,True,0.0,0.0,1.0
161,1,0,0,15.75,40.0,True,False,False,False,True,0.0,1.0,0.0
162,0,0,0,7.775,26.0,False,True,False,False,True,0.0,0.0,1.0
163,0,0,0,8.6625,17.0,False,True,False,False,True,0.0,0.0,1.0
164,0,4,1,39.6875,1.0,False,True,False,False,True,0.0,0.0,1.0
165,1,0,2,20.525,9.0,False,True,False,False,True,0.0,0.0,1.0
166,1,0,1,55.0,36.82610080067278,True,False,False,False,True,1.0,0.0,0.0
167,0,1,4,27.9,45.0,True,False,False,False,True,0.0,0.0,1.0
168,0,0,0,25.925,44.50289561647197,False,True,False,False,True,1.0,0.0,0.0
169,0,0,0,56.4958,28.0,False,True,False,False,True,0.0,0.0,1.0
170,0,0,0,33.5,61.0,False,True,False,False,True,1.0,0.0,0.0
171,0,4,1,29.125,4.0,False,True,False,True,False,0.0,0.0,1.0
172,1,1,1,11.1333,1.0,True,False,False,False,True,0.0,0.0,1.0
173,0,0,0,7.925,21.0,False,True,False,False,True,0.0,0.0,1.0
174,0,0,0,30.6958,56.0,False,True,True,False,False,1.0,0.0,0.0
175,0,1,1,7.8542,18.0,False,True,False,False,True,0.0,0.0,1.0
176,0,3,1,25.4667,16.153708292902856,False,True,False,False,True,0.0,0.0,1.0
177,0,0,0,28.7125,50.0,True,False,True,False,False,1.0,0.0,0.0
178,0,0,0,13.0,30.0,False,True,False,False,True,0.0,1.0,0.0
179,0,0,0,0.0,36.0,False,True,False,False,True,0.0,0.0,1.0
180,0,8,2,69.55,29.0,True,False,False,False,True,0.0,0.0,1.0
181,0,0,0,15.05,36.827700174377405,False,True,True,False,False,0.0,1.0,0.0
182,0,4,2,31.3875,9.0,False,True,False,False,True,0.0,0.0,1.0
183,1,2,1,39.0,1.0,False,True,False,False,True,0.0,1.0,0.0
184,1,0,2,22.025,4.0,True,False,False,False,True,0.0,0.0,1.0
185,0,0,0,50.0,44.16761488843198,False,True,False,False,True,1.0,0.0,0.0
186,1,1,0,15.5,18.60105086118776,True,False,False,True,False,0.0,0.0,1.0
187,1,0,0,26.55,45.0,False,True,False,False,True,1.0,0.0,0.0
188,0,1,1,15.5,40.0,False,True,False,True,False,0.0,0.0,1.0
189,0,0,0,7.8958,36.0,False,True,False,False,True,0.0,0.0,1.0
190,1,0,0,13.0,32.0,True,False,False,False,True,0.0,1.0,0.0
191,0,0,0,13.0,19.0,False,True,False,False,True,0.0,1.0,0.0
192,1,1,0,7.8542,19.0,True,False,False,False,True,0.0,0.0,1.0
193,1,1,1,26.0,3.0,False,True,False,False,True,0.0,1.0,0.0
194,1,0,0,27.7208,44.0,True,False,True,False,False,1.0,0.0,0.0
195,1,0,0,146.5208,58.0,True,False,True,False,False,1.0,0.0,0.0
196,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
197,0,0,1,8.4042,42.0,False,True,False,False,True,0.0,0.0,1.0
198,1,0,0,7.75,22.665014307180098,True,False,False,True,False,0.0,0.0,1.0
199,0,0,0,13.0,24.0,True,False,False,False,True,0.0,1.0,0.0
200,0,0,0,9.5,28.0,False,True,False,False,True,0.0,0.0,1.0
201,0,8,2,69.55,29.0,False,True,False,False,True,0.0,0.0,1.0
202,0,0,0,6.4958,34.0,False,True,False,False,True,0.0,0.0,1.0
203,0,0,0,7.225,45.5,False,True,True,False,False,0.0,0.0,1.0
204,1,0,0,8.05,18.0,False,True,False,False,True,0.0,0.0,1.0
205,0,0,1,10.4625,2.0,True,False,False,False,True,0.0,0.0,1.0
206,0,1,0,15.85,32.0,False,True,False,False,True,0.0,0.0,1.0
207,1,0,0,18.7875,26.0,False,True,True,False,False,0.0,0.0,1.0
208,1,0,0,7.75,16.0,True,False,False,True,False,0.0,0.0,1.0
209,1,0,0,31.0,40.0,False,True,True,False,False,1.0,0.0,0.0
210,0,0,0,7.05,24.0,False,True,False,False,True,0.0,0.0,1.0
211,1,0,0,21.0,35.0,True,False,False,False,True,0.0,1.0,0.0
212,0,0,0,7.25,22.0,False,True,False,False,True,0.0,0.0,1.0
213,0,0,0,13.0,30.0,False,True,False,False,True,0.0,1.0,0.0
214,0,1,0,7.75,25.14668446550408,False,True,False,True,False,0.0,0.0,1.0
215,1,1,0,113.275,31.0,True,False,True,False,False,1.0,0.0,0.0
216,1,0,0,7.925,27.0,True,False,False,False,True,0.0,0.0,1.0
217,0,1,0,27.0,42.0,False,True,False,False,True,0.0,1.0,0.0
218,1,0,0,76.2917,32.0,True,False,True,False,False,1.0,0.0,0.0
219,0,0,0,10.5,30.0,False,True,False,False,True,0.0,1.0,0.0
220,1,0,0,8.05,16.0,False,True,False,False,True,0.0,0.0,1.0
221,0,0,0,13.0,27.0,False,True,False,False,True,0.0,1.0,0.0
222,0,0,0,8.05,51.0,False,True,False,False,True,0.0,0.0,1.0
223,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
224,1,1,0,90.0,38.0,False,True,False,False,True,1.0,0.0,0.0
225,0,0,0,9.35,22.0,False,True,False,False,True,0.0,0.0,1.0
226,1,0,0,10.5,19.0,False,True,False,False,True,0.0,1.0,0.0
227,0,0,0,7.25,20.5,False,True,False,False,True,0.0,0.0,1.0
228,0,0,0,13.0,18.0,False,True,False,False,True,0.0,1.0,0.0
229,0,3,1,25.4667,16.153708292902856,True,False,False,False,True,0.0,0.0,1.0
230,1,1,0,83.475,35.0,True,False,False,False,True,1.0,0.0,0.0
231,0,0,0,7.775,29.0,False,True,False,False,True,0.0,0.0,1.0
232,0,0,0,13.5,59.0,False,True,False,False,True,0.0,1.0,0.0
233,1,4,2,31.3875,5.0,True,False,False,False,True,0.0,0.0,1.0
234,0,0,0,10.5,24.0,False,True,False,False,True,0.0,1.0,0.0
235,0,0,0,7.55,29.105502761062283,True,False,False,False,True,0.0,0.0,1.0
236,0,1,0,26.0,44.0,False,True,False,False,True,0.0,1.0,0.0
237,1,0,2,26.25,8.0,True,False,False,False,True,0.0,1.0,0.0
238,0,0,0,10.5,19.0,False,True,False,False,True,0.0,1.0,0.0
239,0,0,0,12.275,33.0,False,True,False,False,True,0.0,1.0,0.0
240,0,1,0,14.4542,25.05331835722056,True,False,True,False,False,0.0,0.0,1.0
241,1,1,0,15.5,18.60105086118776,True,False,False,True,False,0.0,0.0,1.0
242,0,0,0,10.5,29.0,False,True,False,False,True,0.0,1.0,0.0
243,0,0,0,7.125,22.0,False,True,False,False,True,0.0,0.0,1.0
244,0,0,0,7.225,30.0,False,True,True,False,False,0.0,0.0,1.0
245,0,2,0,90.0,44.0,False,True,False,True,False,1.0,0.0,0.0
246,0,0,0,7.775,25.0,True,False,False,False,True,0.0,0.0,1.0
247,1,0,2,14.5,24.0,True,False,False,False,True,0.0,1.0,0.0
248,1,1,1,52.5542,37.0,False,True,False,False,True,1.0,0.0,0.0
249,0,1,0,26.0,54.0,False,True,False,False,True,0.0,1.0,0.0
250,0,0,0,7.25,29.109680714059667,False,True,False,False,True,0.0,0.0,1.0
251,0,1,1,10.4625,29.0,True,False,False,False,True,0.0,0.0,1.0
252,0,0,0,26.55,62.0,False,True,False,False,True,1.0,0.0,0.0
253,0,1,0,16.1,30.0,False,True,False,False,True,0.0,0.0,1.0
254,0,0,2,20.2125,41.0,True,False,False,False,True,0.0,0.0,1.0
255,1,0,2,15.2458,29.0,True,False,True,False,False,0.0,0.0,1.0
256,1,0,0,79.2,37.323257644802766,True,False,True,False,False,1.0,0.0,0.0
257,1,0,0,86.5,30.0,True,False,False,False,True,1.0,0.0,0.0
258,1,0,0,512.3292,35.0,True,False,True,False,False,1.0,0.0,0.0
259,1,0,1,26.0,50.0,True,False,False,False,True,0.0,1.0,0.0
260,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
261,1,4,2,31.3875,3.0,False,True,False,False,True,0.0,0.0,1.0
262,0,1,1,79.65,52.0,False,True,False,False,True,1.0,0.0,0.0
263,0,0,0,0.0,40.0,False,True,False,False,True,1.0,0.0,0.0
264,0,0,0,7.75,29.102717459064028,True,False,False,True,False,0.0,0.0,1.0
265,0,0,0,10.5,36.0,False,True,False,False,True,0.0,1.0,0.0
266,0,4,1,39.6875,16.0,False,True,False,False,True,0.0,0.0,1.0
267,1,1,0,7.775,25.0,False,True,False,False,True,0.0,0.0,1.0
268,1,0,1,153.4625,58.0,True,False,False,False,True,1.0,0.0,0.0
269,1,0,0,135.6333,35.0,True,False,False,False,True,1.0,0.0,0.0
270,0,0,0,31.0,44.43221857826624,False,True,False,False,True,1.0,0.0,0.0
271,1,0,0,0.0,25.0,False,True,False,False,True,0.0,0.0,1.0
272,1,0,1,19.5,41.0,True,False,False,False,True,0.0,1.0,0.0
273,0,0,1,29.7,37.0,False,True,True,False,False,1.0,0.0,0.0
274,1,0,0,7.75,22.665014307180098,True,False,False,True,False,0.0,0.0,1.0
275,1,1,0,77.9583,63.0,True,False,False,False,True,1.0,0.0,0.0
276,0,0,0,7.75,45.0,True,False,False,False,True,0.0,0.0,1.0
277,0,0,0,0.0,37.03729414974612,False,True,False,False,True,0.0,1.0,0.0
278,0,4,1,29.125,7.0,False,True,False,True,False,0.0,0.0,1.0
279,1,1,1,20.25,35.0,True,False,False,False,True,0.0,0.0,1.0
280,0,0,0,7.75,65.0,False,True,False,True,False,0.0,0.0,1.0
281,0,0,0,7.8542,28.0,False,True,False,False,True,0.0,0.0,1.0
282,0,0,0,9.5,16.0,False,True,False,False,True,0.0,0.0,1.0
283,1,0,0,8.05,19.0,False,True,False,False,True,0.0,0.0,1.0
284,0,0,0,26.0,44.50185112822263,False,True,False,False,True,1.0,0.0,0.0
285,0,0,0,8.6625,33.0,False,True,True,False,False,0.0,0.0,1.0
286,1,0,0,9.5,30.0,False,True,False,False,True,0.0,0.0,1.0
287,0,0,0,7.8958,22.0,False,True,False,False,True,0.0,0.0,1.0
288,1,0,0,13.0,42.0,False,True,False,False,True,0.0,1.0,0.0
289,1,0,0,7.75,22.0,True,False,False,True,False,0.0,0.0,1.0
290,1,0,0,78.85,26.0,True,False,False,False,True,1.0,0.0,0.0
291,1,1,0,91.0792,19.0,True,False,True,False,False,1.0,0.0,0.0
292,0,0,0,12.875,36.0,False,True,True,False,False,0.0,1.0,0.0
293,0,0,0,8.85,24.0,True,False,False,False,True,0.0,0.0,1.0
294,0,0,0,7.8958,24.0,False,True,False,False,True,0.0,0.0,1.0
295,0,0,0,27.7208,44.47788638982964,False,True,True,False,False,1.0,0.0,0.0
296,0,0,0,7.2292,23.5,False,True,True,False,False,0.0,0.0,1.0
297,0,1,2,151.55,2.0,True,False,False,False,True,1.0,0.0,0.0
298,1,0,0,30.5,38.00147868137795,False,True,False,False,True,1.0,0.0,0.0
299,1,0,1,247.5208,50.0,True,False,True,False,False,1.0,0.0,0.0
300,1,0,0,7.75,22.665014307180098,True,False,False,True,False,0.0,0.0,1.0
301,1,2,0,23.25,14.537087415195415,False,True,False,True,False,0.0,0.0,1.0
302,0,0,0,0.0,19.0,False,True,False,False,True,0.0,0.0,1.0
303,1,0,0,12.35,30.427598599469924,True,False,False,True,False,0.0,1.0,0.0
304,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
305,1,1,2,151.55,0.92,False,True,False,False,True,1.0,0.0,0.0
306,1,0,0,110.8833,36.88201985079614,True,False,True,False,False,1.0,0.0,0.0
307,1,1,0,108.9,17.0,True,False,True,False,False,1.0,0.0,0.0
308,0,1,0,24.0,30.0,False,True,True,False,False,0.0,1.0,0.0
309,1,0,0,56.9292,30.0,True,False,True,False,False,1.0,0.0,0.0
310,1,0,0,83.1583,24.0,True,False,True,False,False,1.0,0.0,0.0
311,1,2,2,262.375,18.0,True,False,True,False,False,1.0,0.0,0.0
312,0,1,1,26.0,26.0,True,False,False,False,True,0.0,1.0,0.0
313,0,0,0,7.8958,28.0,False,True,False,False,True,0.0,0.0,1.0
314,0,1,1,26.25,43.0,False,True,False,False,True,0.0,1.0,0.0
315,1,0,0,7.8542,26.0,True,False,False,False,True,0.0,0.0,1.0
316,1,1,0,26.0,24.0,True,False,False,False,True,0.0,1.0,0.0
317,0,0,0,14.0,54.0,False,True,False,False,True,0.0,1.0,0.0
318,1,0,2,164.8667,31.0,True,False,False,False,True,1.0,0.0,0.0
319,1,1,1,134.5,40.0,True,False,True,False,False,1.0,0.0,0.0
320,0,0,0,7.25,22.0,False,True,False,False,True,0.0,0.0,1.0
321,0,0,0,7.8958,27.0,False,True,False,False,True,0.0,0.0,1.0
322,1,0,0,12.35,30.0,True,False,False,True,False,0.0,1.0,0.0
323,1,1,1,29.0,22.0,True,False,False,False,True,0.0,1.0,0.0
324,0,8,2,69.55,29.0,False,True,False,False,True,0.0,0.0,1.0
325,1,0,0,135.6333,36.0,True,False,True,False,False,1.0,0.0,0.0
326,0,0,0,6.2375,61.0,False,True,False,False,True,0.0,0.0,1.0
327,1,0,0,13.0,36.0,True,False,False,False,True,0.0,1.0,0.0
328,1,1,1,20.525,31.0,True,False,False,False,True,0.0,0.0,1.0
329,1,0,1,57.9792,16.0,True,False,True,False,False,1.0,0.0,0.0
330,1,2,0,23.25,14.537087415195415,True,False,False,True,False,0.0,0.0,1.0
331,0,0,0,28.5,45.5,False,True,False,False,True,1.0,0.0,0.0
332,0,0,1,153.4625,38.0,False,True,False,False,True,1.0,0.0,0.0
333,0,2,0,18.0,16.0,False,True,False,False,True,0.0,0.0,1.0
334,1,1,0,133.65,32.608926182217786,True,False,False,False,True,1.0,0.0,0.0
335,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
336,0,1,0,66.6,29.0,False,True,False,False,True,1.0,0.0,0.0
337,1,0,0,134.5,41.0,True,False,True,False,False,1.0,0.0,0.0
338,1,0,0,8.05,45.0,False,True,False,False,True,0.0,0.0,1.0
339,0,0,0,35.5,45.0,False,True,False,False,True,1.0,0.0,0.0
340,1,1,1,26.0,2.0,False,True,False,False,True,0.0,1.0,0.0
341,1,3,2,263.0,24.0,True,False,False,False,True,1.0,0.0,0.0
342,0,0,0,13.0,28.0,False,True,False,False,True,0.0,1.0,0.0
343,0,0,0,13.0,25.0,False,True,False,False,True,0.0,1.0,0.0
344,0,0,0,13.0,36.0,False,True,False,False,True,0.0,1.0,0.0
345,1,0,0,13.0,24.0,True,False,False,False,True,0.0,1.0,0.0
346,1,0,0,13.0,40.0,True,False,False,False,True,0.0,1.0,0.0
347,1,1,0,16.1,18.59269495519299,True,False,False,False,True,0.0,0.0,1.0
348,1,1,1,15.9,3.0,False,True,False,False,True,0.0,0.0,1.0
349,0,0,0,8.6625,42.0,False,True,False,False,True,0.0,0.0,1.0
350,0,0,0,9.225,23.0,False,True,False,False,True,0.0,0.0,1.0
351,0,0,0,35.0,44.37651253830113,False,True,False,False,True,1.0,0.0,0.0
352,0,1,1,7.2292,15.0,False,True,True,False,False,0.0,0.0,1.0
353,0,1,0,17.8,25.0,False,True,False,False,True,0.0,0.0,1.0
